acteur,ligne,sentiment
Ross,Yeah.,0.296
Chandler,"Yes, Bravo on the hot nanny.",0.4019
Rachel,What? You really think she's hot?,0.0
Chandler,Are you kidding? If I wasn't married she'd be rejecting me right now.,-0.3818
Rachel,And Joey?,0.0
Joey,How do you think she's doing?,0.0
Rachel,Am I the only one who doesn't think that she's hot? Ross?,0.0
Ross,"Eh, I mean, I mena she's not unattractive but hot? I ....",0.1786
Rachel,Thank you!,0.4199
Chandler,Now that Rachel's gone?,0.0
Rachel,So hot I cried myself to sleep last night. OPENING CREDITS,0.0912
Phoebe,"Hey Mike, what's the capital of Peru?",0.0
Mike,Lima.,0.0
Phoebe,"No. It starts with a ""v"" and ends with an ""x"". Helpfully with a ""to"" in the middle.",0.2732
Mike,"You know, kinda think of it, the capital of Peru IS ""vtox"".  Oh god! Oh!",0.3987
Phoebe,What?,0.0
Mike,"OK, I don't want to freak you out or anything, but I think I just saw a rat in your cupboard.",0.3733
Phoebe,"Oh, whew, no, that's Bob.",-0.296
Mike,"What, is he your pet rat?",0.0
Phoebe,"Well not so much a pet as, you know, an occasional visitor who I put food out for, you know. Kinda like Santa. Except Santa doesn't poop on the plate of cookies.",0.5118
Mike,"You can't keep a rat in your appartment! They're extremely unsanitary, and they transmit leptospirosis and hantavirus.",0.0
Phoebe,What are those?,0.0
Mike,I don't know but they don't sound like spa treatments. You have to get rid of it!,-0.451
Phoebe,"OK, fine, if it means that much to you I'll get rid of Bob.",0.5766
Mike,Thank you.,0.3612
Phoebe,"So weird, you think he's so gross and you're willing to eat his crackers.",-0.717
Rachel,Hello.,0.0
Gavin,Hello,0.0
Rachel,"Gavin, I just wanted to say thank you again for watching Emma yesterday during the presentation. I really owe you an appology.",0.3612
Gavin,For what?,0.0
Rachel,"Well, when we first met, you know, I thought you were pompous and arrogant and obnoxious ...",-0.6249
Gavin,Is this your first appology?,0.0
Rachel,"No, I just mean that, you know, first impressions don't mean anything. And I-I think you're a really good guy and I'm sorry that I misjudged you.",0.3804
Heather,Good morning!,0.4926
Rachel,"Hello.  But you know what, hey, new day, new leaf, I am just really really happy ...  I'm sorry, obviously Heather's ass has something more important to say so I'll just wait 'till it's finished.",0.5182
Gavin,What?,0.0
Rachel,I was giving you an appology and you were totally checking her out!,0.4003
Gavin,"I wasn't checking her out. I'm in fashion, I was looking at her skirt. Or was it pants? I didn't really see what happened below the ass area.",-0.5423
Rachel,"Oh wow, you are really, you're really a creep.",0.5859
Gavin,Why do you even care if I was looking at her? Are you jealous?,0.1431
Rachel,"Oh yeah, I'm jealous. ""Oh Gavin, please, please look at my ass"".  Stop looking at my ass! I mean, I just think you are totally inappropriate, ok? This is a work environment, she's your subordinate.",-0.1812
Gavin,I thought it was ok when you slept with your old assistant Tag.,0.296
Rachel,"That is totally different for two reasons. One - I didn't know that you knew that. And two, I wasn't some creep staring at his ass, we had a deap meaningful relationship.",-0.296
Gavin,Huh. What's Tag's last name?,0.0
Rachel,"It was ...  oh my god. He didn't have a last name. It was just ""Tag"". You know, like Cher, or, you know, Moses.",0.5574
Gavin,But it was a deap meaningful relationship.,0.4497
Rachel,"Oh, you know what - my first impression of you was absolutely right. You are arrogant, you are pompous ... Morgan! Morgan! Tag's last name was Morgan! Huh!",-0.5374
Gavin,It was Jones.,0.0
Rachel,"Yeah well what are you, his boyfriend?",0.5106
Joey,"Man, I wish I had a nanny like you.",0.6369
Molly,"You mean, when you were a baby.",0.0
Joey,Sure.,0.3182
Monica,Would you stop staring at her?,-0.296
Chandler,I wasn't staring. I was leering.,0.0
Monica,What's the big deal with her? Maybe she's attractive in an obvious kind of way.,0.4404
Ross,"Yeah, obvious beauty's the worst. You know, when it's right there in your face. Me, I like to have to work to find someone attractive. Makes me feel like I earned it.",0.6124
Chandler,Looks like Joey is doing allright with her.,0.3612
Monica,"Yeah. Hey, that was nice of you guys to back off and let Joey get the girl for once.",0.6124
Molly,I'm gonna take her back to the appartment.,0.0
Ross,"Ok, I'll be home right after work. Ok, by Emma-Wemma-Demma, I love you - wovyou dovyou ...",0.8225
Molly,Bye,0.0
Monica,They've elected me to talk to you about the baby talk - it's not so good.,-0.464
Molly,"I think it's sweet. Ross, Joey and Chandler: Bye, Emma-Wemma-Demma.",0.4588
Rachel,"Hey, listen, Joey, about Molly, I really prefer if you didn't go after her.",0.0
Joey,Why not?,0.0
Rachel,"Because it took us months to find a good nanny and I wouldn't want anything to, you know, drive her away.",0.3975
Joey,"So, what, you think I'm just gonna sleep with her and never call her again and things are gonna get uncomfortable?  Yeah, sounds about right.",-0.1027
Ross,"Come on, there are plenty of other women out thereok? Just - just forget about her, ok? Just, she's off limits.",0.168
Joey,"Oh, man, why did have to go and say that for? Now that you told me I can't have it makes me want her even more!",0.1511
Ross,"What are you, a child?",0.0
Joey,Yes!,0.4574
Ross,"Joey, come on now, for me! Please, just-just try to focus your sexual energy on someone else.",0.5707
Joey,Fine.,0.2023
Monica,Take me home!,0.0
Phoebe,Hey Mikey,0.0
Mike,Hey P,0.0
Phoebe,What are you doing?,0.0
Mike,Setting rat traps.,0.0
Phoebe,To kill Bob??,-0.7236
Mike,"No, no, to test his neck strength.",-0.0516
Phoebe,"No, Mike, I don't want to kill him! I thought we were just gonna capture him and, and you know, set him free in the country side where he can maybe meet a friendly possom and a wisecracking owl.",0.818
Mike,"Ok, ok, I'll throw away the traps.",0.5267
Phoebe,"I'll find Bob, I'll get him. Bob?  Bob! Robert!  Oh wait, I think I hear him. Oh - Oh my god! Bob had babies! Bob's a mom!",0.5053
Mike,Better think of a new name for him.,0.4404
Phoebe,"I don't know, I kinda like Bob for a girl.",-0.2247
Mike,"I don't know, I mean I'm not sure  ...",-0.2411
Phoebe,"Oh my god, we killed Bob!",-0.5707
Mike,"Maybe it wasn't Bob, maybe it was a mouse.",0.0
Phoebe,Suzie?,0.0
Ross,Whazzup??,0.0
Chandler,"Seriously dude, 3 years ago.",-0.1779
Ross,"Listen, can you do me a favor? I'm gonna be out today. Can you just keep an eye on Joey, make sure nothing happens between him and Molly?",0.6553
Chandler,You don't trust him?,-0.4023
Ross,"Wh - No. Some woman who sounded a lot like Joey called earlier and asked for her daughter, the ""hot nanny"".",0.0772
Chandler,"Is this really your long term plan, for me to run interference? Because I could get a job any day now.",0.0
Ross,"You do appear right on the cusp of something. Come on man, I'm sure he'll lose interest in a week or two, but for now can you please just do this for me?",0.5789
Chandler,"Allright, fine, but don't blame me if it doesn't work. Because you know as well as I do that once Joey sets his mind on something, more often than not, he's going to have sex with it.",0.6812
Ross,"Well we gotta do something, ok? Nannies like her don't grow on trees.",0.7003
Chandler,Picturing that tree?,0.0
Ross,"I am, yes.",0.4019
Chandler,"Where you going, Joe?",0.0
Joey,For a walk.,0.0
Chandler,Oh. You mind if I join you?,0.296
Joey,"Actually, that will be long. You know, I really need to organize my thoughts.",0.0
Chandler,Your thoughts? Plural?,0.0
Joey,"Allright, fine, I only have one thought! It's about the hot nanny, I gotta see her!",0.3365
Chandler,"I'm afraid I can't let you do that, Joe.",0.0
Joey,"Now YOU'RE telling me I can't see her?? You guys are killing me! She's forbidden fruit! It's like ... like she's the princess and I'm the stable boy ... Why are you doing this, huh? Did Ross tell you not to let me go over there?",-0.549
Chandler,"Yes, as a matter of fact he did, so I can't let you go.",0.4215
Joey,Huh. Interesting. Now there are obstacles. Hot nanny and me against the world. This is the kind of stuff great novels are made of.,0.6369
Chandler,Great novels?,0.6249
Joey,Fine ... mediocre porn,0.2023
Gavin,Gavin Mitchelle's office.,0.0
Rachel,"Rachel Green's office!! Give me that phone!  Hello, this is Rachel Green, how can I help you? Uh huh ... ok then ... I'll pass you back to your son",0.6981
Gavin,"Hey Mom! No, that's just my secretary.",-0.3595
Rachel,"Um, excuse me Gavin, I have a question I need to ask you.",0.0772
Gavin,"Mom, I'll call you later. Yeah.   Yes?",0.5994
Rachel,If you like looking at butts so much why don't you just go look at a mirror?,0.3612
Gavin,"Thank god you finally said that, I saw you make a note on your pad three hours ago.  Man, I really bug you, don't I?",0.5574
Rachel,"Oh, please, I don't care about you enough to bug me. In fact, from now on, I'm going take the high road. And I'm going be very very nice to you, you ""momma's boy"", starting right now.",0.4666
Monica,Hey Rach!,0.0
Rachel,Hi!,0.0
Monica,Ready for your birthday lunch?,0.3612
Rachel,"Yeah I am, I am! Oh, but first of all, Monica, I would like to introduce you to my very talented colleage and more importantly my wonderful friend Gavin Mitchelle.",0.9755
Gavin,Pleased to meet you.,0.4404
Monica,Pleased to meet you. So you're coming to Rachel's party tonight?,0.6808
Rachel,"Oh no no no no no, Gavin can't, he already has plans, most likely with his mother.",-0.8402
Gavin,"Well I don't mind, I'll cancel. I would never miss my secretary's birthday.",0.508
Rachel,Why did you invite him?? I can't stand that guy!,0.3076
Monica,You were just being so nice to him!,0.6005
Rachel,I was faking it! Can't you tell when I'm being fake?,-0.7345
Rachel,"Hey, Mr Philips, nice suit!",0.4753
Monica,Right there! That was so fake!,-0.6783
Rachel,Shh!,0.0
Rachel,"I still can't believe you invited Gavin. Allright, he is the last person I want to see.",0.0772
Monica,"Oh, you're welcome for the party. I'm glad you're having a good time.",0.891
Rachel,"God, I hope he doesn't show up. Of course he's not gonna show up, the guy hates me.",0.2732
Monica,Does he?,0.0
Rachel,What?,0.0
Monica,Maybe he's bothering you so much because he likes you. It's like in first grade when Skippy Langwild always pushed me on the playground because he secretly had a crush on me?,0.2732
Rachel,"Oh, Monica, you think Skippy liked you? Honey, all those buys had a bet to see if he can knock you over.",0.4215
Molly,"She's out, I'm gonna take her home.",0.0
Rachel,"Oh, ok, thank you.   Do you see what all the guys see in her?",0.5719
Monica,Wouldn't kick her out of bed. No more Vodka for me!,-0.3595
Joey,"Hey Rach, so can I sing happy birthday to you now?",0.6077
Rachel,"Yeah, sure!",0.5848
Joey,"Oh ...  Happy birth ...  oh, see you later",0.5719
Monica,"Hey Rach, somebody got you shoes!",0.0
Rachel,"Oh, give me!",0.0
Phoebe,"Be careful, be careful! These are my rat babies!",0.4184
Mike,Yeah. We have rat babies now.,0.296
Rachel,"Ahhhh , you brought rats to my birthday party?",0.4019
Monica,So this is what a stroke feels like.,0.3612
Phoebe,"I had to bring them! We killed their mother, they're our responsibility now. You know, they require constant care. You should know that, Rachel, you're a mother.",-0.3802
Rachel,Are you comparing my daughter to a rat?,0.0
Phoebe,"No! Seven rats! I think we should take them home, we need feed them.",-0.4184
Rachel,"whhh wait, you're gonna leave my party to take care of a box of rats?",0.6908
Phoebe,"Well I'm sorry Rachel, but I'm not like you, ok? Not everyone can afford help.",-0.0121
Ross,Where the hell are Joey and Molly? I asked you to watch them.,-0.6808
Chandler,"I'm sorry, I got a little occupied.",-0.0772
Ross,We have to stop them before something happens!,-0.3595
Chandler,"Right behind you, big guy!",0.0
Joey,"So you see, Molly, what people don't understand is that acting is a discipline. It takes a lot of hard work.",-0.1027
Molly,So where did you study?,0.0
Joey,"Oh, I didn't go to college.",0.0
Molly,"No, where did you study acting?",-0.296
Joey,Molly ... people don't study acting ...,0.0
Ross,"Molly, ah, do you mind giving us just a minute?",0.34
Molly,"Sure, I'll go check on Emma.",0.3182
Ross,Thanx.,0.0
Joey,Will the stable boy never get the princess??,0.3736
Ross,"What do you think you're gonna do, have sex with her right here on my couch?",0.0
Joey,"No ... the leather sticks to my ass. You know, this isn't fair. What makes you think that I'm just gonna sleep with her and then blow her off? Huh? Can't you guys open your minds to the possibility that I actally like her, and might want something real?  Look, the truth is, I haven't felt this way about anyone since Rachel, ok? I didn't think I could ever love again.",0.7002
Ross,Come on! Joe!,0.0
Chandler,Come on! Joe!,0.0
Joey,Ok,0.296
Woman,"Hi, is Molly here?",0.0
Ross,"Yeah, come on in. Molly?",0.296
Molly,"Hey! Guys, this is Tabatha .  I'll see you tomorrow.",0.0
Ross,"Ok ...  Well, uh, Joey, I guess we have no problem.",-0.1531
Joey,"It's like my favorite fairy tale come true!  The princess, the stable boy and the lesbian!",0.8774
Phoebe,"Ok, ok, you start preparing the formula and I start changing the box and then we gotta put them straight to bed.",0.6486
Mike,"Hey, when did we become one of those couples whose lives revolve around their rats?",0.0
Phoebe,"Well, you know what, they're our responsibility now.",0.2732
Mike,"Ok, fine, these rats are our responsibility. What happens when they mate and there are hundreds of them?",0.4588
Phoebe,Mate? They're all brothers and sisters.,0.0
Mike,"Yeah - not such a problem with rats. No, they're more of a ""love the one you're with"" kind of animals.",0.7741
Phoebe,"No.  wh - get off your sister! Oh my god, what are we gonna do? We have 7 rats. So what if each of them has 7 rats? And then each of those have 7 rats? That's like ...  That's math I can't even do! What are we gonna do?",0.6052
Mike,"Well, I know this is gonna sound crazy, but, we could not let the box of rats ruin our lives.",-0.7469
Phoebe,"Yeah, ok. I guess you're right. Allright, so we should just give them away. But to nice families, with children, and reduced fat wheat thins. They're Bob's favorites.",0.8625
Mike,It's gonna be ok.,0.296
Phoebe,You must think I'm crazy.,-0.34
Mike,"No, I think you're sweet.",0.2023
Phoebe,"Good. It's just so hard, it's hard for me to ... let them go. I guess it just brings back memories, you know, from ... when I gave birth to my brother's triplets and I had to give them up.  I haven't told you about that yet, have I?",0.0432
Monica,Hey!,0.0
Rachel,"Hi. Thanks for the party, honey. Should I help you clean up?",0.875
Monica,"No way! You had your party, now I have mine! Is everything alright?",0.4738
Rachel,"Yeah, I just get a little bummed when my birthday's over.",0.296
Monica,"Well, at least you have one thing to be happy about. That jerk Gavin from your office didn't show up .",0.5267
Rachel,Mmm hmm.,0.0
Gavin,"Yeah, hey.",0.296
Monica,"Oh, we weren't talking about you. No, no way to recover.",-0.5267
Rachel,No.,-0.296
Gavin,Nice party.,0.6705
Rachel,"Well, it was, and you would have seen it if you didn't showed up at  ... 9:30?? God! Oh, this party was lame ...",0.5792
Monica,"Again, you're welcome.",0.4588
Gavin,"Look, I'll just give you this and go.",0.0
Rachel,"Oh, you bought me a present! Why?",0.0
Gavin,"Well, let me explain how birthday parties usually work. There are presents, and a cake, perhaps a fourth or fifth person. Ok, I ... got you the present to make up for being such a jerk to you earlier.",0.5574
Rachel,"Aww. Well, ok, well that's very nice. And you wrote a card . ""From Gavin""",0.8173
Gavin,I really mean it.,0.0
Rachel,"Awww, awww, it's beautiful.",0.5994
Gavin,"You don't mind?  Well, what do you know, it fits!",-0.2746
Rachel,"See, Gavin, you're capable of being a nice guy. Why did you give me such a hard time?",0.6124
Gavin,I'm not sure.,-0.2411
Rachel,Well Monica seems to think it's because you have feelings for me.,0.2732
Gavin,I do have feelings for you.,0.0
Rachel,You do?,0.0
Gavin,"Yes, I feel that you are a little annoying.",0.0754
Rachel,"See? Why, Gavin, why? Right when I'm about to change my opinion of you, you go and you ...  and you do that ...",0.0
Chandler,"First I was afraid, I was petrified",-0.5423
Phoebe,Hey,0.0
Chandler,Hi,0.0
Phoebe,"Listen, I think I've left something here.",0.0
Chandler,"Oh, well someone left this . This is yours?",0.2732
Phoebe,"No, but I like it. I think I left one of my rat babies.",0.3919
Chandler,"Oh, uh, well, I haven't seem it but if I do I'll let you know.",0.1406
Monica,Ohmygod! Rat baby! Rat baby! Rat baby!,0.0
Phoebe,"Ooh, maybe that's him!",0.0
Ross,You said you’d marry Joey?,0.0
Rachel,"Okay you have to realize, I was exhausted, I was emotional, I would have said yes to anybody. Like that time you and I got married!  I’m not helping.",0.558
Ross,"So you said yes to him, and you just had our baby?",0.4522
Rachel,That is right and traditionally the daddy is supposed to give the mummy a present but I am prepared to let that go.,0.3291
Ross,"So when I came in here to see if you wanted to maybe start things up again, you were engaged to my best friend.",0.8779
Rachel,Well—Really? I thought Chandler was your best friend.,0.8126
Ross,"Well, Chandler’s my oldest friend, but Joey’s my—No! Ah!",0.4997
Rachel,Ooooo!,0.0
Joey,"Hey you guys I’m gonna take off. I just wanted to let you guys know, say goodbye.",0.0
Ross,Rachel said she’d marry you?!,0.0
Joey,"This isn’t the right room, sorry folks. Opening Credits",0.296
Monica,"Ok, I don’t wanna be negative so I’ll say that most of the signs you bought are good.",0.1027
Phoebe,"No they ran out of ""It’s a girl"" but I can fix this one,  See?",-0.1531
Monica,So sexy.  Honey.,0.5709
Chandler,Yea yea.,0.0
Monica,Honey why don’t you go lie down.,0.0
Chandler,"No, no, Ross and Rachel will be back soon and then I gotta go to the office  Am I producing them?",-0.5267
Joey,Why’re you so tired?,-0.5777
Chandler,"Couldn’t sleep last night you know, then I started worrying about this big divisional meeting that I have later today, the more I worried about it the more I couldn’t sleep.  Y’know? I was like, if I fall asleep now I’ll get six hours sleep, but if I fall asleep now I’ll get five hours sleep. Not matter what I did I couldn’t fall asleep.",-0.2041
Joey,"You know what you should’ve done, you should have told yourself that little story.",0.0
Rachel,Hi!,0.0
Monica,Phoebe did the signs!,0.0
Rachel,Oh you guys thanks for doing this.,0.4404
Phoebe,Look at all the stuff people sent!,0.0
Rachel,"Oh Ah!  Oh my gosh there’s something every mother needs, a giant stuffed gorilla that takes up the entire apartment! What are people think…  Oh you guys I love it.",0.6988
Joey,Hey so where’s Ross?,0.0
Rachel,He’s downstairs getting the rest of the stuff out of the cab.,0.0
Joey,Is he still mad at us?,-0.4939
Rachel,"Well, you more then me, but he can’t stay to mad at me. I mean, I just had his baby.",-0.5789
Joey,That’s not fair! I can’t do that.,-0.308
Rachel,"Yeah, I’m not so sure you should be here when he comes up.",-0.0704
Joey,"See this is what I was afraid of, I didn’t think I should be here either but somebody  said he’d be over it by now.",0.0
Chandler,"Hey, what do I know? I wanted to get a bigger gorilla.",0.0
Chandler,Walter .,0.0
Phoebe,She’s just so cute! I just wanna bite her ear off and use it and a sucking candy.,0.632
Monica,Phoebe! But I could take one of those little feet and put it in a pita pocket.,-0.7088
Ross,Okay I put most of the stuff away.,0.2263
Rachel,"Oh great, the pacifiers?",0.6249
Ross,In the closet.,0.0
Rachel,The burping clogs?,0.0
Ross,Linen closet.,0.0
Rachel,The diapers?,0.0
Ross,In the hospital.,0.0
Phoebe,Wow you guys got a hospital?  Fancy!,0.6239
Ross,No I left the diapers at the hospital! There’s some in the bag but I’ll run out and get some more.,-0.2244
Rachel,"Alright thanks, oh Ross could you stop by the coffee house and get me a muffin?",0.4019
Ross,Sure what kind?,0.6908
Rachel,"Umm let me think...What do I want, what d-o I w-a-n-t...",0.0772
Ross,"Please take your time, it’s an important decision. Not like, say, I know! deciding to marry someone, this is about a muffin.",0.3142
Rachel,Blueberry.,0.0
Ross,Blueberry it is.,0.0
Rachel,Thanks.,0.4404
Monica,"Wow, he’s really not letting this go, is he?",0.5859
Rachel,God how long do you think that’s gonna last?,0.2732
Phoebe,"I dunno, well he got over the ""We were on a break"" thing really quickly.",0.2732
Rachel,"Y’know I can’t even worry about that right now, cause I got the cutie little baby, oh I can’t believe how much I love her, I can’t get enough of her, like right now I miss her.  I actually miss her.",0.6249
Phoebe,You know that’s… that’s her.,0.0
Rachel,"Oh god look at her sleeping.  Oh, I love her so much!  Oh, I think I’m gonna wake her up.",0.7644
Phoebe,"Oh no, Rach, no no, you know you’re never supposed to wake a sleeping baby.",-0.6808
Rachel,"Well I can do whatever I want!  I made her!  Come on little girl, hi!",0.5067
Phoebe,I can say I told you so but she’s kinda doing that for me.,0.0
Rachel,Oh I’m sorry mummy’s so sorry go back to sleep go back to sleep. Shh.   Shhh! Go back to sleep,-0.2244
Monica,Breaks your heart doesn’t it,0.0
Phoebe,It really does… how long do you think we have to stay?,0.0
Chandler,Yep. Ms. McKenna: Are you on board?,0.296
Chandler,"Yes. Ms. McKenna: Then, problem solved. Chandler will be running our office in Tulsa. You’re gonna love Oklahoma.",0.743
Phoebe,"Well, alright, we already tried feeding her, changing her, burping her, oh try this one! Go back in time and listen to Phoebe!",0.5696
Monica,"Alright here’s something, it says to try holding the baby close to your body and then swing her rapidly from side to side.",0.25
Rachel,Ok.,0.296
Monica,It worked!,0.0
Rachel,"Oh  oh no just stopped to throw up a little bit.  Oh come on, what am I gonna do, its been hours and it won’t stop crying.",-0.8126
Monica,"Umm, she Rach, not it, she.",0.0
Rachel,"Yeah, I’m not so sure.",-0.0704
Monica,"Oh my god, I am losing my mind.",-0.128
Phoebe,"Yeah, no kidding, this just proves no good can come from having sex with Ross!",0.3382
Ross,"Hey Gunther, can I get a couple of blueberry muffins to go?",0.0
Gunther,Diapers huh?,0.0
Ross,Yep.,0.296
Gunther,So I guess Rachel had you baby?,0.0
Ross,"Yep, can you believe it?",0.296
Gunther,Nope!  I still can’t believe she slept with you in the first place.,0.0
Ross,Huh? Ooh  you mean like a… Huh?,0.4329
Joey,"Hey.  Ross, I know you’re pissed at me, but we have to talk about this.",-0.3818
Ross,Ah actually we don’t.,0.0
Joey,"Fine, fine okay.  But I gotta say technically, I didn’t even do anything wrong.",-0.4404
Ross,What!  You didn’t do anything wrong?!,0.0
Joey,I said I didn’t technically.,0.0
Ross,"Okay let’s put aside that you  ""accidentally"" picked up my grandmothers ring and you  ""accidentally"" proposed to Rachel.",0.2263
Joey,"Look, can I just stop you right there for a second? When people do this  I don’t really know what that means.  You were saying?",-0.3736
Ross,"And I can even understand that you couldn’t tell Rachel, but why couldn’t you tell me, huh? You had all day to and you didn’t.",0.0
Joey,"I know I should’ve.  ""I’m sorry.""",0.0
Ross,"Not using it right, Joe.",0.0
Ross,I’m gonna go.,0.0
Joey,"No, come on Ross!  Look, Ross, we have to get past this.",-0.3595
Ross,Give me the bag.,0.0
Joey,"No, look, I don’t know what else to do. I said I’m sorry!",-0.4199
Ross,Joey!,0.0
Joey,"You should scream at me, or-or-or curse me, or hit me.",-0.7351
Ross,I’m not gonna hit you.,0.0
Joey,"Why not?  You’ll feel better!  I’ll feel better, and you know you want to. I can see it in your eyes.",-0.5864
Ross,No I don’t.,-0.296
Joey,A little bit.,0.0
Ross,No.,-0.296
Joey,Little bit.,0.0
Ross,No!,-0.3595
Joey,A little bit more.,0.0
Ross,Give me the bag.,0.0
Joey,"No, hit me",-0.296
Ross,Give me the bag.,0.0
Joey,Hit me.,0.0
Ross,"Joey, give me the bag.",0.0
Joey,Hit me!,0.0
Ross,Joe I’m not kidding…,0.0
Joey,"Hit me, hit me.",0.0
Ross,No!,-0.3595
Joey,Hit me! Hit me!,0.0
Ross,You ducked!!,0.0
Joey,I’m sorry! It was a reflex!,-0.2225
Ross,"Oh my god, this really hurts!!!",-0.4886
Joey,"I couldn’t help it! When a fist comes at your face, you duck! Look!",0.5538
Ross,What is the matter with you?!?,0.1906
Joey,You were supposed to duck!!! Why didn’t you duck?,0.0
Ross,Why don’t we talk about this on the way to the hospital?,0.0
Joey,"Good, good yeah,  maybe while we’re there, they can check your reflexes.   ""Oops."" Commercial Break",0.7906
Monica,Try feeding her again.,0.0
Rachel,I already fed her.,0.0
Monica,"I know, that’s why I said again!",0.0
Phoebe,"Alright you guys, we can’t turn on each other, Okay?  That’s just what she wants.",0.4404
Chandler,Hey.,0.0
Monica,Hey.,0.0
Chandler,Monica can I talk to you outside for a minute?,0.0
Rachel,"Oh no, you guys, just stay here, I’m gonna go check her diaper, Pheebs you wanna come?",-0.296
Phoebe,Oh I’m kinda part of this.,0.0
Chandler,Actually Pheebs its more of a husband and wife kinda thing,0.0
Phoebe,I knew I should have married Chandler.,0.0
Monica,Okay what’s up,0.2263
Chandler,"Umm, you know how we always said that it would be fun to move to Paris for a year? You know, you could study French cooking and I could write and we could take a picnic along the Seine and go wine tasting in Bordeaux?",0.5661
Monica,Oh yeah .,0.296
Chandler,"Okay, you know how that people say that Tulsa is the Paris of Oklahoma?",0.2263
Monica,What? Who says that?,0.0
Chandler,People who’ve never ever been to Paris.,0.0
Monica,What’s going on?,0.0
Chandler,We’re moving to Tulsa!,0.0
Monica,Excuse me?,0.0772
Chandler,"Okay, Ms. McKenna, she kind of works above my boss, she asked me to move to Tulsa and be the president of our office there, and I was sleeping and apparently, said yes.",0.5574
Monica,"Tulsa, Oklahoma!",0.0
Chandler,"The Sooner State, whatever that is.",0.0
Monica,"Chandler, I don’t even wanna see the musical Oklahoma!",0.0
Chandler,Really? Oh What A Beautiful Morning!  Surrey With A Fringe On Top.,0.7396
Monica,"Are you trying to tell me that we’re moving to Oklahoma, or that you’re gay? All right, not that this matters, but did they at least offer you a huge raise?",0.5224
Chandler,"No, no, but they are going to lease us a Ford Focus.  I’ll get out of it.",-0.296
Monica,Thank you.,0.3612
Chandler,What is wrong with Emma?,-0.4767
Monica,"Oh she misunderstood, she thought she was moving to Tulsa.",-0.34
Chandler,"Umm ma’am, do you have a minute?  I kind of have some bad news. I don’t think I can move to Tulsa. Ms. McKenna: What?",-0.594
Chandler,"It’s a funny story, actually.  I kind of fell asleep in the meeting this morning so when I said I’d move to Tulsa, I didn’t really know what I was saying. Ms. McKenna: You fell asleep?",0.4404
Chandler,"But only because I was up all night worried about this meeting, ain’t that funny? Irony? Not a fan, alright . See, here’s the thing. I went home and told my wife about Tulsa and she won’t go. See, me, I love Tulsa!  Tulsa is heaven!  Tulsa is Italy—Please don’t make me go there! Ms. McKenna: Chandler, I…",0.893
Chandler,"No no no! Look, Carol, can I call you Carol?  Wh-why would I when your name is Elaine? Oh what a great picture of your son, strapping!  That’s a picture of your daughter, isn’t it, well she’s lovely. I like a girl with a strong jaw. I’ll call you from Tulsa.",0.9031
Joey,"Hey, so how is it?",0.0
Ross,I broke my thumb.,-0.4215
Joey,Your thumb? That’s weird.  You sure you’re punching right? Make a fist.  Maybe later. Ross I feel terrible.,-0.4329
Ross,"You know what, you can go, I just have to fill out some forms.",0.0
Joey,"You, you want me to help you with that?",0.4588
Ross,"Why, does it look like I’m having trouble with my misshapen claw?",-0.0516
Joey,"Name?  I know Ross but what’s it short for? You know like, like Rossel or Rosstepher.",0.782
Ross,Just Ross!,0.0
Joey,"It’s pretty, Okay date of birth?",0.6249
Ross,You know my birthday.,0.0
Joey,"Sure, May...tember.",0.3182
Ross,October 18th.,0.0
Joey,Occupation? Dinosaurs.,0.0
Ross,Actually I’m a palian… Dinosaurs is fine… the drawing is not.,0.0
Joey,"Alright, who do you want as your emergency contact?",-0.0772
Ross,"Ah, Rachel I guess.",0.0
Joey,"Okay, relationship, boy this could take a while.",0.2263
Ross,Just ah… just put roommate.,0.0
Joey,"Come on, you guys are more then that! I mean, you’re gonna get together right?",0.0
Ross,I don’t think that we are.,0.0
Joey,But you two were supposed to be together.,0.0
Ross,"Well, I thought so too, but then she said she’d marry you.",0.1406
Joey,"Come on, Ross, that didn’t mean anything! She just had the baby, she was all freaked out about doing it alone, she would have said yes to anybody.",-0.2003
Ross,Yeah that’s what she said.,0.296
Joey,So?,0.0
Ross,So I don’t wanna be just anybody.,0.0
Joey,Wow.,0.5859
Ross,"You know what, it’s, it’s better this way anyway. I mean I don’t know what I was thinking, going down that road again with us. It’s just much easier if we’re just friends who have a kid.",0.8316
Joey,Really?,0.0
Ross,Yeah.,0.296
Joey,And you’re Okay with that?,0.2263
Ross,"Yes. I mean, it’s what we always planned.  And if you have a plan, you should stick to it.  That’s why they call them plans.  Hello?  I’m fine.",0.5423
Joey,"Hey, for what it’s worth, with Rachel I don’t think you’ll ever be just  ""anybody.""",0.2263
Ross,Hey there you go!,0.0
Joey,"""Thanks.""",0.0
Rachel,Oh my God! How long has she been crying?,-0.3164
Monica,About a week and a half.,0.0
Phoebe,"Well alright, looks like you guys have got it under control so I’m just gonna go.  No! Really? Misery really does love company. All right!",0.6672
Monica,"Rach, try holding her a different way.",0.0
Rachel,"You guys, I’m doing the best I can, anyone else is welcome to try.",0.802
Phoebe,"Alright, I’ll try, fine! Yes, Okay!",0.7896
Rachel,Here you go.,0.0
Phoebe,Shh! Nothing works with this child!,0.0
Rachel,"Oh god what am I gonna do you guys, I can’t even comfort my own baby! I’m the worst mother ever!",-0.2695
